is_hit,pred_prob,batter_name,game_date,game_season,batSide,pitcher_hand,batting_order,weather_condition,weather_temp,weight,height_in_inches,strikeZoneTop,strikeZoneBottom,last_season_ba
1,0.3233,Player_029,2023-08-02,2023,L,L,9,Sunny,90.0,217.0,77.0,3.56,1.54,0.255
0,0.3964,Player_017,2024-04-28,2024,L,R,2,Sunny,66.0,224.0,73.0,3.54,1.7,0.231
1,0.3614,Player_006,2023-05-28,2023,R,R,3,Sunny,71.0,198.0,76.0,3.35,1.58,0.306
0,0.3009,Player_011,2022-04-24,2022,L,R,2,Sunny,75.0,235.0,76.0,3.34,1.72,
1,0.3509,Player_005,2023-04-16,2023,L,R,8,Cloudy,73.0,235.0,71.0,3.37,1.62,0.248
1,0.3222,Player_006,2023-08-26,2023,L,L,5,Sunny,93.0,223.0,75.0,3.65,1.54,0.282
0,0.2904,Player_007,2023-06-18,2023,R,R,4,Sunny,72.0,195.0,74.0,3.67,1.58,0.244
0,0.3135,Player_023,2024-09-01,2024,L,R,7,Sunny,65.0,182.0,77.0,3.51,1.71,0.306
0,0.3069,Player_020,2022-07-24,2022,L,R,1,Cloudy,68.0,220.0,76.0,3.66,1.71,0.221
1,0.2448,Player_013,2022-05-13,2022,L,R,8,Cloudy,67.0,209.0,74.0,3.35,1.68,0.29
1,0.232,Player_021,2022-05-09,2022,S,R,1,Overcast,67.0,221.0,75.0,3.56,1.6,0.274
0,0.2509,Player_026,2024-06-21,2024,L,R,6,Sunny,90.0,201.0,74.0,3.56,1.69,0.249
0,0.1681,Player_003,2024-04-17,2024,R,R,1,Cloudy,,184.0,74.0,3.48,1.51,0.312
0,0.28,Player_011,2023-07-15,2023,L,L,2,Sunny,70.0,233.0,74.0,3.6,1.68,0.268
0,0.2672,Player_008,2023-06-22,2023,L,L,6,Overcast,60.0,237.0,77.0,3.49,1.73,0.272
1,0.3233,Player_000,2024-04-25,2024,L,L,6,Cloudy,93.0,224.0,77.0,3.64,1.54,0.228
0,0.3583,Player_004,2024-07-03,2024,L,L,5,Sunny,61.0,176.0,71.0,3.35,1.74,0.261
1,0.3927,Player_030,2023-08-31,2023,L,R,6,Drizzle,68.0,227.0,70.0,3.31,1.77,0.236
1,0.3793,Player_035,2024-09-10,2024,R,R,8,Sunny,82.0,239.0,72.0,3.45,1.79,0.275
1,0.227,Player_006,2024-06-14,2024,R,R,3,Drizzle,55.0,201.0,73.0,3.35,1.51,0.278
0,0.1998,Player_030,2023-04-14,2023,L,R,9,Sunny,67.0,207.0,71.0,3.37,1.77,0.244
0,0.3652,Player_010,2023-09-03,2023,L,R,2,Sunny,93.0,176.0,73.0,3.32,1.52,0.314
1,0.3767,Player_005,2023-07-09,2023,R,R,9,Cloudy,55.0,214.0,73.0,3.47,1.61,0.25
0,0.4089,Player_009,2023-08-15,2023,L,R,9,Sunny,64.0,224.0,77.0,3.59,1.66,0.285
1,0.3339,Player_036,2024-04-08,2024,L,R,4,Cloudy,58.0,188.0,73.0,3.52,1.57,0.318
0,0.1602,Player_013,2023-05-24,2023,L,R,1,Sunny,82.0,216.0,71.0,3.44,1.6,0.3
0,0.2956,Player_029,2022-05-22,2022,L,L,4,Sunny,55.0,191.0,73.0,3.3,1.77,0.295
1,0.3189,Player_019,2023-08-07,2023,R,R,3,Sunny,,184.0,70.0,3.5,1.55,0.226
1,0.3376,Player_017,2024-07-31,2024,S,L,6,Drizzle,73.0,176.0,70.0,3.43,1.66,0.272
0,0.3801,Player_032,2022-08-12,2022,S,R,3,Drizzle,84.0,224.0,75.0,3.4,1.75,0.295
0,0.3437,Player_039,2023-06-11,2023,S,R,1,Sunny,,188.0,72.0,3.48,1.57,0.286
0,0.2289,Player_026,2022-05-27,2022,L,L,9,Cloudy,,184.0,75.0,3.37,1.78,0.277
0,0.198,Player_033,2024-05-04,2024,L,L,8,Sunny,77.0,237.0,70.0,3.43,1.79,0.312
0,0.3374,Player_005,2022-05-16,2022,L,R,5,Sunny,87.0,223.0,72.0,3.67,1.58,0.276
0,0.2445,Player_036,2022-04-30,2022,L,R,8,Drizzle,84.0,191.0,74.0,3.54,1.64,0.304
0,0.4033,Player_007,2024-08-26,2024,L,R,9,Overcast,93.0,221.0,74.0,3.7,1.5,0.309
0,0.1807,Player_007,2022-07-31,2022,L,R,9,Cloudy,58.0,207.0,74.0,3.55,1.79,0.299
0,0.3197,Player_033,2024-07-31,2024,R,R,8,Sunny,56.0,175.0,74.0,3.34,1.54,0.235
0,0.3224,Player_019,2023-09-07,2023,L,R,1,Overcast,82.0,192.0,72.0,3.57,1.63,0.298
0,0.2855,Player_009,2024-08-11,2024,L,R,7,Drizzle,69.0,225.0,72.0,3.65,1.7,0.299
0,0.2152,Player_001,2022-05-28,2022,R,R,9,Drizzle,84.0,221.0,73.0,3.67,1.7,0.287
0,0.1257,Player_008,2022-05-27,2022,L,L,2,Cloudy,83.0,201.0,73.0,3.52,1.7,0.257
0,0.2428,Player_032,2022-04-23,2022,R,R,1,Sunny,72.0,239.0,76.0,3.35,1.51,0.249
0,0.234,Player_000,2024-08-07,2024,L,L,4,Drizzle,94.0,207.0,71.0,3.56,1.72,0.285
0,0.3278,Player_036,2024-09-04,2024,R,L,8,Cloudy,90.0,175.0,74.0,3.36,1.72,0.293
1,0.2452,Player_030,2022-08-07,2022,L,R,8,Sunny,69.0,237.0,76.0,3.32,1.66,0.312
1,0.2817,Player_008,2022-06-24,2022,R,L,6,Sunny,55.0,176.0,72.0,3.38,1.72,0.254
1,0.2095,Player_029,2022-05-30,2022,L,R,9,Cloudy,94.0,234.0,73.0,3.34,1.5,0.249
1,0.3336,Player_020,2022-06-18,2022,L,R,2,Overcast,93.0,179.0,75.0,3.48,1.55,0.294
0,0.0934,Player_013,2022-05-19,2022,R,L,8,Drizzle,90.0,199.0,75.0,3.68,1.52,0.318
1,0.4467,Player_020,2024-04-29,2024,L,R,8,Drizzle,57.0,178.0,74.0,3.56,1.59,0.249
0,0.2901,Player_000,2022-06-17,2022,L,R,9,Cloudy,83.0,221.0,73.0,3.58,1.56,0.247
1,0.0844,Player_035,2024-05-12,2024,R,R,3,Drizzle,93.0,194.0,70.0,3.62,1.56,0.309
1,0.2198,Player_031,2022-08-12,2022,L,L,6,Sunny,70.0,208.0,71.0,3.4,1.63,0.246
1,0.2187,Player_007,2024-09-10,2024,R,R,3,Sunny,,187.0,73.0,3.53,1.69,0.262
0,0.2341,Player_003,2023-05-05,2023,R,R,5,Sunny,76.0,228.0,75.0,3.59,1.66,0.319
0,0.2745,Player_016,2022-04-02,2022,L,R,9,Overcast,73.0,205.0,71.0,3.42,1.75,0.3
0,0.2336,Player_018,2024-09-04,2024,R,R,5,Drizzle,83.0,195.0,73.0,3.46,1.62,0.245
0,0.2429,Player_030,2022-05-23,2022,L,R,7,Overcast,78.0,176.0,71.0,3.58,1.62,0.315
1,0.1989,Player_033,2024-05-15,2024,R,R,5,Drizzle,82.0,205.0,71.0,3.62,1.5,0.304
0,0.3575,Player_002,2024-08-31,2024,L,R,1,Cloudy,63.0,222.0,77.0,3.44,1.73,0.317
0,0.3841,Player_009,2024-08-29,2024,L,R,2,Overcast,66.0,182.0,77.0,3.55,1.68,0.26
0,0.2822,Player_023,2024-07-13,2024,L,R,7,Sunny,80.0,208.0,77.0,3.57,1.54,0.287
0,0.2788,Player_015,2022-04-29,2022,R,R,3,Overcast,77.0,235.0,77.0,3.67,1.56,0.258
0,0.2012,Player_039,2023-08-06,2023,R,R,3,Overcast,70.0,231.0,73.0,3.61,1.55,0.264
0,0.285,Player_026,2024-08-11,2024,R,R,1,Sunny,88.0,233.0,75.0,3.38,1.62,0.287
0,0.2961,Player_012,2023-06-19,2023,R,R,8,Sunny,68.0,233.0,72.0,3.55,1.51,0.261
0,0.2646,Player_026,2023-07-11,2023,R,R,1,Sunny,74.0,192.0,74.0,3.68,1.73,0.262
1,0.2777,Player_017,2022-07-06,2022,R,L,5,Overcast,67.0,185.0,72.0,3.45,1.6,0.274
1,0.2716,Player_018,2024-07-28,2024,R,L,3,Cloudy,77.0,212.0,75.0,3.61,1.78,0.231
0,0.2062,Player_028,2023-07-02,2023,R,R,9,Sunny,77.0,221.0,73.0,3.52,1.58,0.319
0,0.3835,Player_017,2022-09-23,2022,L,R,6,Drizzle,68.0,199.0,72.0,3.48,1.61,0.303
0,0.2655,Player_027,2024-04-06,2024,R,R,1,Sunny,85.0,190.0,70.0,3.53,1.78,0.268
0,0.3973,Player_016,2024-04-09,2024,R,R,6,Sunny,61.0,185.0,72.0,3.47,1.55,0.296
0,0.3294,Player_023,2023-04-28,2023,L,R,2,Overcast,85.0,208.0,73.0,3.43,1.75,0.32
0,0.408,Player_019,2022-04-27,2022,L,L,6,Sunny,57.0,177.0,74.0,3.6,1.55,0.272
1,0.3823,Player_022,2024-06-28,2024,L,R,3,Sunny,65.0,219.0,76.0,3.51,1.65,0.292
0,0.2959,Player_013,2022-04-15,2022,R,R,7,Cloudy,71.0,228.0,75.0,3.67,1.76,0.228
1,0.2494,Player_004,2023-05-05,2023,L,R,5,Sunny,71.0,228.0,74.0,3.3,1.55,0.316
0,0.2009,Player_010,2024-07-02,2024,R,L,4,Sunny,80.0,193.0,73.0,3.61,1.51,0.237
0,0.3073,Player_014,2022-09-09,2022,L,L,8,Sunny,92.0,181.0,73.0,3.36,1.57,0.3
1,0.26,Player_012,2022-08-23,2022,R,L,4,Overcast,85.0,208.0,77.0,3.6,1.58,0.269
0,0.2588,Player_016,2022-05-10,2022,L,R,3,Cloudy,76.0,223.0,76.0,3.65,1.62,0.284
1,0.3383,Player_019,2023-04-10,2023,R,R,5,Overcast,58.0,233.0,73.0,3.61,1.72,0.28
1,0.2827,Player_010,2023-08-12,2023,R,R,8,Cloudy,,182.0,74.0,3.54,1.51,0.262
0,0.3287,Player_015,2022-08-19,2022,L,L,1,Sunny,67.0,176.0,73.0,3.35,1.67,0.315
1,0.2017,Player_011,2024-09-14,2024,L,L,3,Sunny,79.0,184.0,74.0,3.68,1.72,0.251
1,0.37,Player_023,2024-06-16,2024,L,R,6,Sunny,87.0,210.0,73.0,3.43,1.74,0.243
0,0.3351,Player_019,2022-04-11,2022,L,R,3,Cloudy,82.0,185.0,76.0,3.31,1.79,0.309
0,0.3638,Player_025,2023-09-17,2023,R,R,7,Cloudy,59.0,237.0,75.0,3.3,1.75,0.249
0,0.3184,Player_017,2023-05-22,2023,R,L,1,Cloudy,65.0,197.0,71.0,3.6,1.53,0.231
1,0.2741,Player_039,2023-06-08,2023,R,R,3,Overcast,94.0,227.0,70.0,3.63,1.55,0.236
1,0.2684,Player_019,2023-06-14,2023,R,R,6,Sunny,,196.0,77.0,3.62,1.72,0.256
1,0.4248,Player_024,2022-09-25,2022,L,R,8,Overcast,80.0,189.0,72.0,3.52,1.56,0.308
0,0.2597,Player_017,2022-06-05,2022,R,R,4,Sunny,72.0,180.0,71.0,3.55,1.57,0.286
0,0.3324,Player_029,2022-07-10,2022,R,R,3,Cloudy,92.0,188.0,75.0,3.66,1.75,0.233
0,0.2733,Player_022,2022-06-30,2022,L,R,9,Sunny,84.0,223.0,73.0,3.57,1.64,0.274
0,0.1497,Player_003,2024-09-25,2024,S,R,5,Sunny,84.0,224.0,74.0,3.44,1.62,0.282
0,0.1841,Player_029,2024-09-18,2024,L,L,2,Cloudy,91.0,218.0,75.0,3.68,1.64,0.301
0,0.3084,Player_030,2024-07-22,2024,R,R,8,Sunny,93.0,180.0,72.0,3.69,1.58,0.276
0,0.3291,Player_016,2024-04-19,2024,S,R,1,Overcast,89.0,195.0,74.0,3.55,1.53,0.254
0,0.3086,Player_020,2023-06-02,2023,R,R,7,Cloudy,81.0,213.0,75.0,3.53,1.79,0.32
1,0.3802,Player_000,2022-07-29,2022,L,R,9,Cloudy,64.0,235.0,74.0,3.67,1.59,0.246
0,0.3074,Player_034,2024-08-22,2024,R,R,6,Sunny,65.0,190.0,77.0,3.61,1.65,0.316
0,0.2157,Player_031,2022-08-14,2022,L,L,9,Drizzle,61.0,187.0,73.0,3.35,1.52,0.241
0,0.3216,Player_038,2022-06-27,2022,R,R,6,Drizzle,87.0,229.0,74.0,3.68,1.54,0.272
1,0.3119,Player_023,2024-07-29,2024,L,R,6,Sunny,68.0,205.0,76.0,3.59,1.53,
1,0.2397,Player_009,2024-05-25,2024,R,R,1,Cloudy,64.0,199.0,75.0,3.6,1.52,0.309
0,0.3131,Player_011,2024-07-23,2024,R,R,2,Drizzle,84.0,199.0,77.0,3.46,1.7,0.269
1,0.3056,Player_037,2022-06-26,2022,L,R,7,Sunny,77.0,201.0,71.0,3.3,1.51,0.308
0,0.2276,Player_001,2024-08-01,2024,L,L,7,Sunny,64.0,206.0,77.0,3.41,1.64,0.302
0,0.2675,Player_026,2022-09-04,2022,R,R,6,Drizzle,69.0,226.0,73.0,3.43,1.7,0.239
0,0.3989,Player_002,2023-08-26,2023,L,R,2,Sunny,74.0,219.0,71.0,3.48,1.61,0.226
0,0.3967,Player_029,2024-08-09,2024,L,R,1,Drizzle,86.0,180.0,72.0,3.58,1.55,0.312
0,0.3132,Player_023,2023-08-17,2023,L,R,1,Sunny,55.0,183.0,72.0,3.48,1.57,0.276
0,0.274,Player_018,2024-05-01,2024,L,L,2,Cloudy,,214.0,77.0,3.45,1.55,0.305
0,0.1797,Player_028,2024-05-03,2024,R,R,2,Sunny,58.0,229.0,70.0,3.4,1.59,0.289
0,0.4004,Player_014,2024-08-28,2024,R,R,9,Sunny,89.0,237.0,71.0,3.61,1.61,0.297
0,0.3425,Player_022,2022-07-07,2022,L,L,8,Drizzle,59.0,233.0,75.0,3.62,1.62,0.268
0,0.3326,Player_032,2022-06-17,2022,R,R,2,Cloudy,64.0,217.0,77.0,3.45,1.57,0.293
0,0.1408,Player_018,2024-07-28,2024,L,R,3,Drizzle,69.0,190.0,70.0,3.39,1.57,0.312
0,0.3029,Player_000,2023-04-15,2023,L,R,9,Sunny,94.0,180.0,73.0,3.39,1.69,0.291
0,0.2411,Player_039,2023-04-30,2023,R,L,5,Drizzle,70.0,222.0,73.0,3.57,1.51,0.313
0,0.3178,Player_021,2022-04-27,2022,L,L,3,Cloudy,87.0,234.0,73.0,3.61,1.63,0.244
0,0.2184,Player_017,2022-07-11,2022,R,L,3,Sunny,65.0,201.0,76.0,3.61,1.78,0.3
0,0.2338,Player_002,2024-04-11,2024,R,L,4,Sunny,70.0,183.0,74.0,3.65,1.73,0.273
0,0.2934,Player_003,2023-04-09,2023,R,L,5,Sunny,75.0,222.0,71.0,3.6,1.6,0.226
0,0.2258,Player_010,2024-07-30,2024,R,R,5,Sunny,60.0,198.0,71.0,3.49,1.66,0.285
0,0.2598,Player_036,2022-08-11,2022,L,R,5,Drizzle,56.0,216.0,75.0,3.41,1.79,0.283
0,0.3135,Player_029,2022-05-17,2022,L,R,6,Drizzle,68.0,186.0,71.0,3.45,1.71,0.319
0,0.3937,Player_016,2023-08-03,2023,L,R,3,Sunny,86.0,198.0,73.0,3.41,1.68,0.285
0,0.3366,Player_030,2024-04-17,2024,R,R,5,Sunny,59.0,221.0,73.0,3.34,1.67,0.233
1,0.3253,Player_015,2022-06-13,2022,R,L,8,Sunny,87.0,230.0,73.0,3.36,1.77,0.319
0,0.2744,Player_035,2023-06-05,2023,L,L,4,Overcast,,192.0,75.0,3.31,1.56,0.251
0,0.3747,Player_013,2023-06-02,2023,L,L,9,Cloudy,65.0,226.0,71.0,3.38,1.67,0.29
0,0.1781,Player_028,2022-09-04,2022,L,R,5,Cloudy,59.0,191.0,75.0,3.63,1.61,0.28
1,0.4216,Player_017,2023-04-15,2023,R,R,4,Cloudy,77.0,222.0,76.0,3.51,1.64,0.256
0,0.4306,Player_026,2023-07-23,2023,R,R,7,Drizzle,72.0,201.0,77.0,3.46,1.51,0.261
1,0.312,Player_007,2022-05-20,2022,R,R,4,Sunny,59.0,220.0,73.0,3.39,1.74,0.285
0,0.3383,Player_037,2023-06-27,2023,R,R,4,Sunny,81.0,193.0,70.0,3.54,1.56,0.307
0,0.2973,Player_011,2022-05-07,2022,L,R,4,Cloudy,88.0,180.0,75.0,3.69,1.67,0.315
0,0.2653,Player_021,2024-08-09,2024,R,R,5,Drizzle,73.0,225.0,76.0,3.44,1.78,0.319
1,0.2372,Player_027,2024-04-10,2024,R,R,1,Cloudy,73.0,175.0,70.0,3.64,1.58,0.232
1,0.2966,Player_026,2024-04-13,2024,L,R,4,Overcast,90.0,209.0,71.0,3.68,1.6,
1,0.3189,Player_022,2024-05-29,2024,R,R,7,Overcast,70.0,178.0,72.0,3.61,1.62,0.241
0,0.3294,Player_034,2023-09-06,2023,L,R,3,Sunny,64.0,211.0,74.0,3.54,1.66,0.317
1,0.3891,Player_038,2023-04-05,2023,R,L,5,Cloudy,88.0,182.0,74.0,3.42,1.57,0.23
0,0.287,Player_030,2023-05-02,2023,R,R,3,Overcast,75.0,185.0,71.0,3.31,1.72,0.29
0,0.1758,Player_007,2022-06-28,2022,R,R,9,Sunny,,239.0,71.0,3.59,1.69,0.316
0,0.3951,Player_030,2024-04-03,2024,R,R,3,Cloudy,91.0,234.0,77.0,3.68,1.53,0.278
1,0.2145,Player_020,2022-07-06,2022,L,R,7,Sunny,87.0,204.0,75.0,3.58,1.65,0.221
0,0.2408,Player_021,2023-06-05,2023,R,R,7,Overcast,69.0,197.0,74.0,3.31,1.61,0.227
0,0.299,Player_037,2023-07-26,2023,R,R,4,Sunny,83.0,220.0,72.0,3.36,1.61,0.291
0,0.3092,Player_021,2024-04-10,2024,R,R,9,Sunny,73.0,199.0,73.0,3.46,1.79,0.26
0,0.1788,Player_034,2023-05-02,2023,R,R,9,Cloudy,85.0,184.0,77.0,3.7,1.62,0.271
0,0.2477,Player_025,2023-05-01,2023,L,R,1,Cloudy,92.0,190.0,72.0,3.33,1.51,0.225
1,0.1463,Player_003,2023-08-11,2023,R,L,6,Sunny,84.0,215.0,72.0,3.43,1.61,0.31
0,0.3235,Player_028,2024-08-11,2024,R,R,2,Sunny,74.0,237.0,73.0,3.52,1.68,0.311
0,0.3828,Player_019,2024-04-20,2024,L,R,9,Overcast,94.0,217.0,71.0,3.34,1.66,0.28
0,0.1945,Player_021,2022-06-12,2022,R,R,9,Drizzle,89.0,214.0,70.0,3.35,1.52,
0,0.3497,Player_012,2024-08-04,2024,S,R,4,Cloudy,64.0,226.0,77.0,3.33,1.55,0.259
0,0.3452,Player_007,2022-04-02,2022,R,R,4,Sunny,92.0,178.0,75.0,3.5,1.73,0.24
0,0.2339,Player_029,2022-04-19,2022,R,R,8,Cloudy,74.0,215.0,72.0,3.41,1.5,0.314
0,0.1612,Player_009,2022-07-25,2022,L,R,4,Cloudy,65.0,187.0,74.0,3.32,1.57,0.269
0,0.205,Player_003,2023-07-11,2023,S,R,7,Sunny,66.0,202.0,73.0,3.5,1.79,0.231
1,0.2583,Player_019,2023-08-06,2023,L,R,6,Sunny,86.0,206.0,70.0,3.59,1.7,0.299
0,0.3579,Player_028,2023-06-23,2023,R,L,3,Sunny,70.0,222.0,76.0,3.57,1.57,0.317
0,0.2717,Player_008,2024-09-09,2024,R,R,4,Sunny,81.0,187.0,70.0,3.57,1.56,0.248
1,0.1795,Player_014,2023-04-23,2023,R,L,9,Cloudy,72.0,237.0,74.0,3.52,1.62,0.289
0,0.2903,Player_016,2022-04-28,2022,R,R,5,Sunny,,214.0,72.0,3.61,1.69,0.32
1,0.1593,Player_036,2023-07-24,2023,R,L,4,Cloudy,60.0,197.0,73.0,3.32,1.55,0.231
1,0.316,Player_005,2024-09-01,2024,R,R,9,Cloudy,78.0,195.0,73.0,3.38,1.72,0.301
1,0.2316,Player_036,2023-04-05,2023,L,R,6,Cloudy,69.0,181.0,73.0,3.58,1.51,0.27
0,0.2217,Player_005,2023-08-06,2023,R,R,6,Cloudy,86.0,197.0,71.0,3.43,1.56,0.287
0,0.2763,Player_023,2023-09-23,2023,R,L,4,Cloudy,92.0,182.0,70.0,3.4,1.68,0.238
0,0.4225,Player_033,2023-07-11,2023,L,R,7,Sunny,68.0,226.0,71.0,3.31,1.71,0.242
0,0.4338,Player_036,2023-08-28,2023,R,R,1,Sunny,91.0,226.0,75.0,3.65,1.7,0.276
1,0.2072,Player_021,2024-05-17,2024,R,R,2,Cloudy,79.0,209.0,70.0,3.64,1.58,0.245
0,0.2382,Player_019,2022-08-23,2022,R,R,8,Sunny,57.0,237.0,74.0,3.32,1.62,0.28
1,0.2861,Player_031,2022-06-22,2022,R,L,3,Sunny,86.0,182.0,72.0,3.42,1.51,0.229
0,0.3818,Player_036,2024-05-23,2024,L,R,9,Sunny,77.0,232.0,75.0,3.39,1.5,0.298
0,0.1285,Player_000,2024-05-05,2024,R,R,9,Sunny,93.0,199.0,75.0,3.38,1.62,0.247
0,0.2761,Player_010,2023-09-01,2023,L,L,4,Sunny,73.0,224.0,71.0,3.4,1.66,0.294
1,0.2659,Player_011,2023-08-08,2023,L,R,9,Cloudy,65.0,233.0,75.0,3.42,1.75,0.236
0,0.1153,Player_033,2024-08-19,2024,R,L,7,Cloudy,61.0,183.0,75.0,3.58,1.79,0.3
1,0.2064,Player_000,2023-08-05,2023,L,R,8,Cloudy,58.0,230.0,72.0,3.69,1.68,
0,0.2303,Player_005,2023-05-17,2023,L,L,5,Sunny,83.0,239.0,76.0,3.32,1.74,0.237
1,0.2841,Player_000,2023-05-05,2023,R,R,2,Overcast,94.0,224.0,73.0,3.43,1.54,0.254
0,0.3706,Player_038,2023-07-26,2023,L,R,5,Sunny,,184.0,70.0,3.57,1.74,0.298
1,0.2948,Player_001,2023-05-16,2023,L,L,8,Cloudy,79.0,229.0,75.0,3.42,1.58,0.223
0,0.3663,Player_010,2024-07-25,2024,L,R,1,Sunny,56.0,193.0,73.0,3.38,1.62,0.294
0,0.2819,Player_020,2022-09-10,2022,R,R,1,Sunny,55.0,180.0,72.0,3.37,1.51,0.244
1,0.2507,Player_013,2022-08-13,2022,L,R,8,Overcast,74.0,216.0,73.0,3.54,1.64,0.32
0,0.2671,Player_003,2023-06-24,2023,R,R,6,Sunny,75.0,182.0,77.0,3.36,1.7,0.249
0,0.3287,Player_016,2023-09-11,2023,R,R,5,Sunny,72.0,211.0,73.0,3.34,1.58,0.235
1,0.3723,Player_031,2024-07-08,2024,L,R,7,Sunny,92.0,176.0,75.0,3.6,1.74,0.288
1,0.2696,Player_011,2024-06-23,2024,R,R,7,Drizzle,68.0,223.0,76.0,3.44,1.78,0.248
1,0.205,Player_020,2024-09-19,2024,L,L,4,Drizzle,94.0,183.0,74.0,3.66,1.67,0.274
1,0.2735,Player_018,2024-05-30,2024,R,L,6,Cloudy,65.0,218.0,77.0,3.5,1.57,0.297
1,0.3335,Player_009,2022-05-08,2022,L,R,5,Sunny,68.0,228.0,73.0,3.35,1.71,0.3
0,0.3663,Player_000,2022-04-26,2022,R,R,2,Sunny,66.0,181.0,71.0,3.38,1.59,0.242
0,0.2525,Player_033,2023-07-22,2023,L,R,7,Overcast,86.0,177.0,73.0,3.65,1.55,0.241
1,0.2333,Player_039,2024-06-30,2024,R,R,4,Sunny,68.0,232.0,70.0,3.35,1.59,0.247
0,0.3529,Player_020,2022-08-18,2022,L,R,9,Sunny,73.0,205.0,72.0,3.43,1.63,0.259
0,0.2515,Player_033,2022-04-27,2022,R,R,4,Overcast,59.0,207.0,71.0,3.42,1.57,0.295
0,0.2685,Player_014,2023-05-28,2023,L,R,2,Sunny,70.0,191.0,70.0,3.7,1.6,0.274
0,0.3878,Player_037,2023-04-22,2023,L,R,8,Overcast,62.0,205.0,71.0,3.69,1.62,
1,0.174,Player_022,2023-05-26,2023,L,L,2,Overcast,85.0,229.0,76.0,3.58,1.73,0.29
0,0.3939,Player_032,2024-09-19,2024,R,L,9,Overcast,87.0,229.0,76.0,3.39,1.76,0.281
1,0.2371,Player_026,2022-09-09,2022,R,R,6,Cloudy,65.0,227.0,77.0,3.37,1.75,0.272
1,0.3107,Player_036,2023-06-29,2023,S,L,5,Sunny,94.0,193.0,70.0,3.32,1.56,0.261
0,0.2724,Player_022,2022-04-18,2022,R,R,3,Cloudy,72.0,224.0,77.0,3.32,1.74,0.255
0,0.269,Player_033,2022-09-27,2022,S,L,2,Overcast,88.0,204.0,72.0,3.68,1.69,0.237
0,0.2516,Player_037,2023-04-29,2023,L,L,2,Cloudy,64.0,199.0,73.0,3.54,1.57,0.247
0,0.34,Player_030,2023-04-19,2023,R,R,8,Overcast,89.0,196.0,71.0,3.38,1.61,0.31
0,0.2557,Player_014,2023-06-13,2023,R,R,2,Drizzle,60.0,235.0,77.0,3.61,1.6,0.303
0,0.2399,Player_003,2023-09-17,2023,R,R,1,Cloudy,69.0,186.0,77.0,3.33,1.63,0.22
1,0.4069,Player_016,2024-08-21,2024,S,R,2,Drizzle,70.0,233.0,75.0,3.51,1.75,0.242
0,0.2821,Player_027,2022-06-04,2022,R,R,6,Sunny,62.0,234.0,70.0,3.38,1.62,0.301
0,0.2027,Player_034,2024-06-20,2024,R,L,5,Drizzle,93.0,217.0,73.0,3.48,1.52,0.279
0,0.1757,Player_030,2024-04-10,2024,R,R,4,Drizzle,66.0,176.0,72.0,3.39,1.72,0.227
1,0.4006,Player_025,2022-05-19,2022,L,L,9,Sunny,71.0,214.0,77.0,3.35,1.74,0.301
0,0.2414,Player_021,2023-07-30,2023,R,R,4,Cloudy,55.0,182.0,75.0,3.67,1.67,0.295
0,0.4243,Player_038,2022-06-15,2022,R,R,8,Cloudy,82.0,196.0,77.0,3.67,1.64,0.248
1,0.3079,Player_009,2022-09-24,2022,R,R,2,Overcast,62.0,179.0,76.0,3.5,1.73,0.294
0,0.29,Player_031,2022-06-20,2022,R,R,5,Sunny,66.0,222.0,74.0,3.61,1.51,0.309
0,0.3119,Player_022,2022-08-31,2022,L,R,2,Cloudy,91.0,206.0,72.0,3.38,1.68,0.285
0,0.4551,Player_020,2024-08-08,2024,L,R,1,Cloudy,89.0,236.0,76.0,3.46,1.79,0.294
1,0.1465,Player_015,2024-06-30,2024,L,R,7,Sunny,59.0,219.0,75.0,3.39,1.74,0.225
1,0.295,Player_025,2023-09-04,2023,R,R,7,Drizzle,,195.0,76.0,3.33,1.58,0.277
0,0.2814,Player_039,2024-09-03,2024,L,R,6,Cloudy,84.0,225.0,77.0,3.47,1.78,0.295
1,0.2351,Player_016,2024-05-27,2024,R,L,5,Sunny,93.0,193.0,74.0,3.6,1.56,0.266
0,0.2905,Player_004,2023-05-21,2023,R,R,3,Overcast,64.0,192.0,75.0,3.6,1.66,0.26
1,0.2314,Player_005,2023-08-06,2023,R,L,8,Sunny,68.0,192.0,73.0,3.48,1.69,0.276
1,0.3132,Player_007,2024-04-04,2024,L,R,2,Sunny,64.0,221.0,73.0,3.48,1.51,0.287
1,0.2483,Player_016,2024-08-04,2024,R,L,5,Sunny,76.0,238.0,71.0,3.54,1.54,0.302
0,0.2081,Player_000,2024-06-17,2024,L,R,9,Drizzle,79.0,230.0,71.0,3.67,1.66,0.302
0,0.2767,Player_011,2022-08-17,2022,R,L,7,Overcast,62.0,210.0,77.0,3.36,1.55,0.29
1,0.3201,Player_027,2024-04-23,2024,L,L,8,Cloudy,55.0,175.0,71.0,3.46,1.63,0.318
0,0.2621,Player_027,2022-07-13,2022,L,R,2,Sunny,60.0,237.0,70.0,3.66,1.71,0.274
0,0.4008,Player_026,2022-07-06,2022,L,L,1,Sunny,63.0,199.0,76.0,3.52,1.69,0.264
1,0.3735,Player_026,2023-04-03,2023,R,R,8,Cloudy,78.0,215.0,71.0,3.62,1.76,0.253
1,0.3591,Player_003,2024-07-03,2024,L,R,6,Cloudy,63.0,202.0,73.0,3.49,1.78,0.232
